GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
Tapbpl	639.6	1264.3473	4_RASMC_H3K27AC_PDGF_24H_NEW_21857_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21857_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21857_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_21859_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_21326_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_13133_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_13133_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_13133_lociStitched_3
Tarbp2	798.0428	1457.5798	1_RASMC_H3K27AC_PDGF_2H_REP2_24312_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_24312_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_4,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_16713_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16713_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_27244_lociStitched
Tardbp	1030.8	1684.7542	6_RASMC_H3K27AC_UNSTIM_NEW_25271_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_25271_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_23572_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_23572_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_23572_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_24110_lociStitched
Tars	709.0	384.5224	5_RASMC_H3K27AC_PDGF_24H_NEW_15306_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_15306_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_15306_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_15306_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_REP1_6901_lociStitched
Tars2	637.2	1996.0238	4_RASMC_H3K27AC_UNSTIM_NEW_17134_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_17134_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_14374_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_14374_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_14374_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_9898_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_9898_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_17132_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_7494_lociStitched
Tarsl2	617.6	979.0063	4_RASMC_H3K27AC_UNSTIM_NEW_1459_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_1459_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_1299_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_1299_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_1299_lociStitched_3
Tas1r1	266.396	5677.0402	2_RASMC_H3K27AC_UNSTIM_NEW_25377_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_25377_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_25372_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_25372_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_25378_lociStitched,7_RASMC_H3K27AC_PDGF_24H_REP2_14467_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_14467_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_23685_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_23686_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_21169_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_21169_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_24220_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_24220_lociStitched_2
Tatdn2	582.2	1748.7626	6_RASMC_H3K27AC_UNSTIM_NEW_22659_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_22659_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_22657_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_18890_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18890_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_18890_lociStitched_3
Tatdn3	791.0226	1907.7642	1_RASMC_H3K27AC_PDGF_2H_NEW_8357_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_8357_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_8070_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_3816_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_3816_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_3816_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_3816_lociStitched_4,6_RASMC_H3K27AC_UNSTIM_REP1_3816_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_NEW_8356_lociStitched
Tax1bp1	622.8	4353.2481	5_RASMC_H3K27AC_PDGF_2H_REP2_18259_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18259_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18259_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_18259_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_20883_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_9511_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_21903_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_20398_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_20396_lociStitched,7_RASMC_H3K27AC_PDGF_24H_NEW_20881_lociStitched
Tax1bp3	759.02	2894.3168	1_RASMC_H3K27AC_PDGF_24H_NEW_4504_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_4504_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_2991_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2991_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_2992_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2992_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_2992_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_REP2_2992_lociStitched_5,1_RASMC_H3K27AC_PDGF_2H_NEW_4301_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_4503_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_2993_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2993_lociStitched_5
Taz	506.3158	2929.3798	8_RASMC_H3K27AC_PDGF_24H_REP2_18870_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_18870_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_18870_lociStitched_3,15_RASMC_H3K27AC_UNSTIM_NEW_33263_lociStitched_1,15_RASMC_H3K27AC_UNSTIM_NEW_33263_lociStitched_3,15_RASMC_H3K27AC_UNSTIM_NEW_33263_lociStitched_5,4_RASMC_H3K27AC_UNSTIM_NEW_33261_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_33261_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_33261_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_33261_lociStitched_4,4_RASMC_H3K27AC_UNSTIM_NEW_33261_lociStitched_5,6_RASMC_H3K27AC_UNSTIM_REP1_14253_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_14253_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_31683_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31683_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_31681_lociStitched
Tbc1d10a	632.8	3237.0603	9_RASMC_H3K27AC_PDGF_2H_REP2_8762_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_8762_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_8762_lociStitched_2,9_RASMC_H3K27AC_PDGF_2H_REP2_8762_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_9170_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_9167_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_8765_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_9426_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_9426_lociStitched_3
Tbc1d10b	970.6	11524.8762	8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_1426_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2324_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_1422_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_2325_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_1994_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_1994_lociStitched_3
Tbc1d10c	2318.5456	22588.4158	6_RASMC_H3K27AC_PDGF_24H_REP2_1678_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_1678_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_2378_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_2378_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_2378_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_2378_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_REP2_2378_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_NEW_2539_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_2539_lociStitched_4,4_RASMC_H3K27AC_PDGF_24H_NEW_2672_lociStitched,13_RASMC_H3K27AC_PDGF_24H_REP2_1682_lociStitched_1,13_RASMC_H3K27AC_PDGF_24H_REP2_1682_lociStitched_3,13_RASMC_H3K27AC_PDGF_24H_REP2_1682_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_2670_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_1677_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1677_lociStitched_3
Tbc1d14	1039.8	2168.3648	5_RASMC_H3K27AC_PDGF_2H_REP2_8639_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_8639_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_8639_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_8641_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_9296_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_9296_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_9296_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_9593_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_9036_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_9036_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_9036_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_REP2_5977_lociStitched
Tbc1d17	838.5414	3765.0607	1_RASMC_H3K27AC_UNSTIM_REP1_450_lociStitched,1_RASMC_H3K27AC_UNSTIM_REP1_450_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_695_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_695_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_1230_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_1036_lociStitched_4,9_RASMC_H3K27AC_PDGF_24H_NEW_1176_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_1176_lociStitched_3,9_RASMC_H3K27AC_PDGF_24H_NEW_1176_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_1171_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_1171_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_1171_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_1171_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_NEW_1171_lociStitched_5,5_RASMC_H3K27AC_UNSTIM_NEW_1228_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_1228_lociStitched_3
Tbc1d19	568.6	5698.4839	4_RASMC_H3K27AC_UNSTIM_NEW_9425_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_9425_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_9425_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_9425_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_4045_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_4046_lociStitched,8_RASMC_H3K27AC_UNSTIM_NEW_9429_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_9428_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_4052_lociStitched
Tbc1d2	505.6	1787.8168	4_RASMC_H3K27AC_PDGF_2H_REP2_19756_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19756_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19756_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_19756_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_19757_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_22150_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_23748_lociStitched
Tbc1d20	644.0	1243.6747	2_RASMC_H3K27AC_UNSTIM_NEW_20712_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_20712_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_19739_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_19739_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_17223_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_17221_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_17221_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_17221_lociStitched_3
Tbc1d22b	477.0	3543.7972	1_RASMC_H3K27AC_PDGF_2H_REP2_15269_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_15269_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_17382_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_10483_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_10483_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_10483_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_16963_lociStitched,9_RASMC_H3K27AC_PDGF_2H_REP2_15263_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_15265_lociStitched
Tbc1d24	536.0	3118.0108	7_RASMC_H3K27AC_PDGF_24H_NEW_3719_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_3719_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_3719_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_3719_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_3563_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_3563_lociStitched_3,9_RASMC_H3K27AC_PDGF_2H_REP2_3434_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_3434_lociStitched_3,9_RASMC_H3K27AC_PDGF_2H_REP2_3434_lociStitched_5,7_RASMC_H3K27AC_PDGF_24H_REP2_2463_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_3565_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_3565_lociStitched_3
Tbc1d25	433.6	461.7238	4_RASMC_H3K27AC_PDGF_2H_NEW_30297_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_30297_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_30297_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_32507_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_32507_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_30296_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_30296_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_32508_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_32506_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_32506_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_32506_lociStitched_3
Tbc1d2b	463.4	2245.3659	6_RASMC_H3K27AC_PDGF_24H_NEW_29063_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29063_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29063_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_29063_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_30415_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_17512_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_29062_lociStitched
Tbc1d31	621.4	2992.7069	1_RASMC_H3K27AC_PDGF_2H_NEW_26424_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_26424_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_28300_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_23535_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_23535_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_27007_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_16143_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_26423_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_26423_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_NEW_26423_lociStitched_3
Tbc1d5	834.6	246.7793	5_RASMC_H3K27AC_PDGF_24H_REP2_17882_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17882_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17882_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17882_lociStitched_3
Tbc1d7	846.8	5090.672	6_RASMC_H3K27AC_PDGF_24H_REP2_7539_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7539_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7539_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_7539_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_11790_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_12568_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_11791_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_12147_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_12142_lociStitched,3_RASMC_H3K27AC_PDGF_24H_REP2_7538_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_7541_lociStitched
Tbc1d8	269.7992	0.0	1_RASMC_H3K27AC_PDGF_2H_REP2_26215_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_26215_lociStitched_1
Tbc1d9	495.6	2447.6665	4_RASMC_H3K27AC_PDGF_2H_NEW_13669_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_13669_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_13669_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_13669_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_14623_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_8581_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_14027_lociStitched
Tbc1d9b	612.0	843.3561	1_RASMC_H3K27AC_PDGF_24H_REP2_2620_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_2620_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_3989_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_3990_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_3990_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_4112_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_4112_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_4112_lociStitched_3
Tbca	225.6605	1372.7697	4_RASMC_H3K27AC_UNSTIM_NEW_15522_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_15522_lociStitched_1,1_RASMC_H3K27AC_PDGF_24H_NEW_14854_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_14855_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_9111_lociStitched
Tbcb	392.8	1052.4592	1_RASMC_H3K27AC_PDGF_2H_REP2_913_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_913_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_1028_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_915_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_915_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_915_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_1026_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_979_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_982_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_982_lociStitched_3
Tbcc	892.6	6894.5859	5_RASMC_H3K27AC_PDGF_24H_NEW_29741_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29741_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29742_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29742_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_29742_lociStitched_3,11_RASMC_H3K27AC_PDGF_24H_NEW_29744_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_29740_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_31102_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_26004_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_29064_lociStitched
Tbccd1	213.1118	292.0758	4_RASMC_H3K27AC_PDGF_2H_REP2_6055_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6055_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6055_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_6278_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_6278_lociStitched_2
Tbcd	570.4	217.6162	4_RASMC_H3K27AC_UNSTIM_NEW_5777_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_5777_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_5777_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_5777_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_5669_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5669_lociStitched_3
Tbce	651.0	1198.5637	7_RASMC_H3K27AC_PDGF_24H_REP2_7704_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_7704_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_7704_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_12523_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_12523_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_12523_lociStitched_3
Tbcel	461.8	952.0697	4_RASMC_H3K27AC_PDGF_2H_NEW_27679_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_27679_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_27679_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_27679_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_28270_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_28272_lociStitched
Tbck	604.0454	72.2397	6_RASMC_H3K27AC_PDGF_24H_NEW_16898_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_16898_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_16898_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_16898_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_NEW_16898_lociStitched_5
Tbk1	664.6	1597.8854	1_RASMC_H3K27AC_PDGF_2H_NEW_26038_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_26038_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_26622_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_26624_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_26624_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_27899_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27899_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_27899_lociStitched_3
Tbl3	504.0	2363.8254	5_RASMC_H3K27AC_UNSTIM_NEW_3840_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_3840_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_3840_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_3841_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_3466_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_3466_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_2480_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2480_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_1747_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_1747_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_1747_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_3464_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_3464_lociStitched_4
Tbp	512.1072	1405.4848	8_RASMC_H3K27AC_PDGF_2H_REP2_453_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_453_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_453_lociStitched_3,8_RASMC_H3K27AC_PDGF_2H_REP2_453_lociStitched_4,8_RASMC_H3K27AC_PDGF_2H_REP2_453_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_604_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_604_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_452_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_645_lociStitched
Tbpl1	908.8	4906.4333	11_RASMC_H3K27AC_UNSTIM_REP1_150_lociStitched,11_RASMC_H3K27AC_UNSTIM_REP1_150_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_145_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_145_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_145_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_151_lociStitched
