brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_24	h3k27ac_log2_2_v_24	rna_log2_2_v_24
Rasd1	1698.0219	1721.79325	3006.7827	3736.11045	4507.81535	8144.3477	0.267255319018949	0.430786391682924	4.25992889201853	0.80430869142547	0.853370733763697	3.30578476703181
Kctd17	2094.09985	1948.4751	3405.3197	5570.0873	9470.485	8788.28755	16.8924797635214	16.6536569029013	39.7142850531751	0.80544475334238	-0.107856235445833	1.25381902465248
Ncs1	4436.8346	4128.7412	7215.9512	12790.9187	21818.2274	19302.90975	17.3404909127741	38.7380989363762	29.1591947851617	0.805487592421699	-0.176715558178275	-0.409802274739726
Mau2	2298.30745	2000.40615	3496.57335	6659.45255	8702.3665	8476.653	8.10306823477628	5.86757240719092	10.9112341888845	0.805648824350113	-0.0379130470522835	0.894978651505086
Slc48a1	22507.5754	16748.44385	29275.1875	80442.74165	73549.6635	84650.9941	144.812114528236	114.507228353224	93.3925879556444	0.805651354329701	0.20280826956396	-0.294058711384146
Sphk2	6734.49475	6231.1785	10894.3984	19245.80125	21450.1474	24599.19265	17.0324266149534	14.8184614968384	35.8511419933611	0.806009581099181	0.19762340523137	1.27462340500398
Wasf2	13039.686	11835.4265	20695.733	48235.8943	58937.49695	66847.45555	24.8600623159794	23.4720152549079	30.2321238952316	0.806221650949951	0.181686856171897	0.365140622318092
Btbd6	5808.34325	5310.43	9289.0691	16446.5961	27697.24755	20939.34625	20.7632179749833	10.3848551368916	28.5783251899761	0.806705340087607	-0.403526213295658	1.46044027940739
Pnpo	16093.47155	12913.3128	22588.8713	72476.6292	47611.9084	71166.7669	6.60767790880725	1.71475600059758	10.6627400257448	0.806753026063081	0.579881239200512	2.63650300864405
Zfp445	759.12375	612.0635	1070.6871	2014.3628	2190.7664	1786.6186	11.1900915933927	9.47871583666206	10.2906428502274	0.806783683585591	-0.294203972256224	0.118569586190439
Sertad4	4685.11625	4219.45265	7381.65215	12214.3162	16250.8857	16215.71085	6.3797369675514	2.66984080027256	7.17463043777173	0.806887890426445	-0.00312608076649923	1.42615080295271
Aars2	1226.40485	1087.95315	1903.34165	3082.24745	4555.41975	4421.8767	4.12326868549379	3.75993233780567	6.5342248426818	0.806918116900842	-0.0429251969088273	0.797309398777023
Tmem8a	3406.71525	3456.9676	6048.4874	6266.15205	9723.1596	10774.3265	0.758631119592666	0.453210474350354	5.47835606824683	0.807067317499744	0.148100582005144	3.59548992828377
Nacc1	21689.7573	19886.29265	34807.94885	103989.85805	103976.2352	127301.1949	32.6050388982829	46.5136505644523	53.8196416677929	0.807642458622293	0.291992137235869	0.210478613135482
Sart3	4808.0743	4213.0988	7376.4531	22265.49545	21440.7266	24082.165	13.2595685069516	12.9830256163251	17.0787925121127	0.808045527833821	0.167611299218411	0.395579344613106
Espl1	4253.48005	4252.6884	7446.1266	15962.0161	23144.3499	20425.76385	4.46090134260553	2.34371200447387	1.26637804733322	0.808114994586584	-0.180270008462305	-0.888087150482426
Eral1	3341.7082	2551.0176	4466.6666	6745.46935	5866.6962	6779.7237	11.7935290399291	6.76372959104495	11.928128262503	0.808125720889189	0.208678193480408	0.818476787914913
Mapkapk5	4940.2133	4145.03615	7259.58885	14145.51225	15814.2434	16678.37465	27.124484504637	25.0756341630231	28.5907091199081	0.808503158951989	0.0767541666094189	0.189260215728304
Nrp1	2758.4006	1867.9319	3272.088	9752.3591	13689.97085	13054.4755	24.03634545655	41.0386919832373	62.5406497420137	0.808769689796865	-0.0685748801602877	0.607809458674248
Ntpcr	979.359	1136.91605	1991.9417	2923.8651	4319.09705	4420.77315	16.7082912204469	10.9436140151303	20.1576000734792	0.809049693923487	0.0335689707098616	0.881234632558517
Wwox	711.7658	577.7927	1012.5727	1132.65935	1792.95935	1403.98305	1.45046902754134	1.1843834870213	3.72867148370967	0.809401611640501	-0.352817261388822	1.65452541206694
Cnnm3	3489.527	3003.1995	5264.6253	8950.05605	15134.34615	11936.378	9.21861434693232	4.54401107163388	11.1820510366762	0.809830538656632	-0.342461219129056	1.29914657965274
Zfyve21	3158.18475	2813.631	4933.04245	7082.94495	10185.3596	10093.8318	37.3122386177878	14.3031812730498	36.6695734187012	0.810044566642009	-0.0130229649886271	1.35824742027585
Etv5	1442.9869	1251.8304	2195.3603	4129.64015	8011.5635	5476.40385	5.93559111999039	7.54744464037921	13.9827616929263	0.810418615777433	-0.548854979745403	0.889589156294062
Zfp36l2	11657.993	11532.6205	20227.98275	29888.99045	40105.2483	36290.8668	1.18143989470376	0.225098185240649	0.172977211639072	0.810632086619814	-0.144184528976028	-0.379972438842989
Pkdcc	1753.92345	1438.8774	2524.7723	3977.6723	6779.104	5150.97725	21.4172933995952	26.173336131796	8.3749272930457	0.811209610298786	-0.396248435504713	-1.6439492554726
Cirbp	15388.12765	15026.0332	26369.3149	61574.9504	86594.16355	79833.41655	29.1264769994159	3.6725862228575	18.2857146392234	0.811395894079361	-0.117277036563479	2.31584874389353
Prelid2	551.326	498.4736	874.9236	1145.2272	1187.4532	1121.2416	2.69615552287018	0.587778560903437	5.58651675031579	0.811639944466657	-0.08277347799838	3.24860438536982
Igfbp6	10911.7899	9457.02675	16607.78025	38275.6417	49641.6474	49469.59245	112.404772610427	142.868520121216	152.763974856805	0.812400676929746	-0.00500897926110611	0.0966162981906358
Dlx1	2827.4343	2621.5772	4604.2867	6693.4447	8666.89675	9362.56235	1.58804157630879	1.43896900686469	1.37910740764693	0.812542639238007	0.111387903543013	-0.0613006978179154
Bcl3	4717.53535	4319.18125	7586.03555	14734.4981	15965.60855	22664.44835	0.180447521198414	0.902658433885511	1.58112370789221	0.812588273437189	0.50546350246429	0.808698169261967
Rpusd3	3891.244	2644.80665	4645.4836	8800.55475	7574.8864	9634.04555	7.01962087624689	3.05744719359975	10.8009163357378	0.812666533376843	0.346917492278894	1.82075422724359
Nacc2	9171.99955	8479.24165	14894.28095	37773.37965	35390.8605	50998.86065	18.6902032147542	11.6153329679345	27.3679536306414	0.812751329691999	0.527088176487426	1.23645705348775
Itga11	6841.18595	6142.19435	10790.48365	18489.96065	12025.7022	22098.73875	6.0938314925701	6.54041114638723	2.84995662770183	0.812933463014216	0.877842894737819	-1.19844136627314
Slc25a15	834.99625	671.70265	1180.43285	2614.38825	3872.1949	3462.43995	6.00822391323046	2.71671166548739	6.21898149912965	0.813421349123443	-0.161362519570806	1.19481687009531
Tmem242	2144.2454	1711.2098	3007.4934	3702.0668	3939.215	4156.111	22.7772168202718	27.6203083320123	34.9151947148322	0.813544921513135	0.0773260252316632	0.33812559352631
Itpr3	3076.69045	3305.16295	5809.9348	8667.50465	19360.66175	17104.1026	3.36252142742711	6.36114337650418	13.4519252939583	0.813800572832488	-0.178785852673149	1.0804546623947
Tacc1	6107.21485	4829.91135	8492.9811	18951.5545	15679.64695	22876.6069	15.1617668716339	16.4511368050824	17.6148964772418	0.814274329902933	0.544980009381069	0.0986087157406219
Dpf1	4734.9259	3816.8696	6713.4315	8675.5342	8700.14295	11874.7233	2.68658834695305	2.24123639914523	4.39398064290818	0.814660474383544	0.448782885887631	0.971233685993662
RGD1562310	5291.15815	4717.58285	8298.9814	13310.4471	19854.7888	23036.5011	6.41869306577732	6.64380517263988	8.09714632377731	0.814886419287056	0.214434594956771	0.285403781375407
Rnft2	5268.92815	4703.37385	8274.0149	13245.3756	19764.7248	22884.5181	2.70637652397392	2.17590193542958	5.34705204437491	0.814891545524018	0.211444044618187	1.29713018096944
Cdh13	3318.3288	3303.4405	5811.56525	13861.36645	22135.2281	21044.75485	70.1541965977879	79.8263490552895	104.177123650688	0.814957422455375	-0.0728835364087264	0.38410157519962
Slc50a1	4565.9414	4493.4338	7906.09215	14046.69345	20196.8692	20022.9185	28.8050774085369	24.867457283414	59.2719867016645	0.815146423070091	-0.0124793983953868	1.25309141671203
Psmd7	6620.0694	5938.29675	10448.6686	27766.80345	31097.33685	36322.33075	79.6618162183557	100.839733563687	147.413212881125	0.815198026639919	0.224065746750979	0.547801629823413
Carhsp1	4045.4817	3663.6823	6447.04935	9909.86615	14414.4234	19264.3928	31.9183859209447	35.0253804655833	65.871577306373	0.815344622809494	0.418423586112461	0.911255374006831
Odf2	1428.4513	1219.6909	2147.1596	4642.38805	8975.2382	4949.26315	23.9592869836523	25.3878913859525	26.4817482213752	0.815913852483629	-0.858736476453785	0.0608577907362609
Abca7	8273.86515	7397.51595	13023.87555	29441.37885	35109.98445	36425.2223	3.35887836868234	3.35571921878936	13.353761803926	0.816046011898569	0.0530564197025605	1.99255229955082
Sirt2	8354.5094	7352.68745	12947.99925	22128.2124	26330.985	25860.35545	39.6948276984098	45.6344949952291	63.2024976362405	0.816385622216842	-0.0260193862104448	0.469856805785827
Ino80c	9599.0758	8035.8425	14159.1616	26097.2756	18509.1679	32884.54445	9.06837574567869	8.01867201082485	10.4816390681321	0.817214649214938	0.829169646014536	0.386429102395988
Sdhb	1175.7293	960.5222	1692.63375	3611.9443	5099.5021	3728.95015	95.8916276965599	92.9563961759521	139.889910110827	0.817378974857398	-0.45158688281537	0.589665865344537
Tor1aip1	2473.34475	1620.76315	2858.0096	6271.19915	10284.14875	6996.57095	21.0122687198574	22.9127599156205	30.8219902437292	0.818337484209877	-0.555702453347989	0.427808776486858
LOC100365289	1372.1509	1135.90745	2003.1993	3344.45265	6839.10585	5046.0179	6.3629579614846	8.5388141407889	9.32569567864035	0.818460669658531	-0.438662394302337	0.127175627429201
Zhx2	2138.1043	1859.1652	3279.0079	5065.77975	8617.87775	6498.79015	2.24606844557787	6.64679176572173	6.66935954502728	0.818604407941375	-0.407161469850188	0.00489006976566841
Ap3m2	2952.73905	2743.15715	4838.78405	7715.48575	12769.91365	10237.6258	4.78345989292565	2.5918248269826	7.05288350563416	0.818807280968146	-0.318867589767889	1.4442449960805
Cep112	1195.6636	1143.552	2017.60815	3635.8758	3933.57025	3074.66295	2.08117847496342	1.79276077091133	2.17882796208513	0.819124038486462	-0.355411080726915	0.281369301964541
Adcy5	2095.54105	1767.84255	3122.7332	4443.22865	3378.69995	5484.89775	1.9465252756873	2.14598718100453	0.952965315721615	0.820819524500367	0.698996490303191	-1.17114584657756
Aaas	9125.7973	7621.2032	13462.60245	29079.80825	23606.2721	31015.6861	16.3772034770387	12.0823921160831	23.9975352617822	0.820866636903403	0.393827809907602	0.989980124187817
Nfkbib	8618.1644	7453.4717	13169.1576	22718.20425	26900.9901	26299.04335	8.29886143176119	13.8450658355005	14.6160525463532	0.821178592761353	-0.032648951419203	0.0781818117717195
Papss2	1580.58165	1074.75955	1899.34545	2071.29935	2749.8957	3150.20215	7.777137481532	7.04279426656089	8.89983154687166	0.821488394739601	0.1960675099123	0.33763009000121
Trim8	23398.5853	23212.38575	41028.76945	63961.12755	101810.3408	108445.4748	14.2372763805387	21.3662530650265	43.2034630912362	0.821741075719178	0.0910857513477765	1.01581303104655
Scx	2704.3211	2558.08065	4521.71955	6959.7929	7875.877	11216.312	2.42266771155312	2.15410592773757	2.75801129403782	0.821809765217049	0.510085900418717	0.356539168817641
Lrp3	1310.1433	1234.7388	2183.01925	2581.24885	4013.6139	2707.7644	0.265426721018208	0.770821579828268	0.49225618831723	0.822118969701902	-0.567799622730819	-0.646987618873065
Sh3bp4	14932.0075	10922.57025	19311.27585	43563.175	34084.2989	41661.05795	26.9039543795445	12.750137247692	17.5409235695364	0.822131098160632	0.289592168251374	0.46021193403173
Ppa2	549.4534	382.3614	676.3876	1949.4453	3187.9266	2002.7901	10.9943881613351	10.3278084139437	19.4861547204863	0.822913323239881	-0.670607183406947	0.91591528271288
Ssr2	5912.6578	5124.24495	9065.8129	32123.9114	32637.88665	37271.69835	142.345649191539	161.802046710137	224.633184186603	0.823096945956546	0.191532915723231	0.473341209998188
Psmc3ip	10401.8888	9318.0233	16494.9497	38519.83865	34402.9906	50211.00275	9.68361571023437	7.44499297901799	18.03591708156	0.823928535462779	0.545469555276711	1.27653038905725
Car11	5923.89295	5403.92965	9566.47155	17736.16885	18248.85625	23196.4491	19.8744019661722	10.2265934989183	18.7075663934981	0.82397801298017	0.346097929588366	0.871296235105078
Fkbpl	1806.4164	1499.8844	2655.27315	6235.90655	6914.85055	6611.45505	5.39300202144803	1.52101846866397	10.9129069823265	0.82400896707796	-0.0647302556699447	2.84292588232869
Mis18bp1	472.3213	391.33355	692.8581	1317.5551	1213.42745	1127.47275	3.89383410961231	1.11257060874255	1.54281877202672	0.824161111749174	-0.10599528805122	0.471671706060985
Oscp1	3474.4769	2575.2059	4560.7832	7880.0073	7330.94725	9011.8295	4.84293699095656	2.57025300451981	7.24150988306446	0.824593805053658	0.297820394019592	1.49438015718727
Pex11g	4952.45605	3730.09675	6606.65215	12155.3847	7877.20105	15814.05645	2.04194716766937	0.432409231770005	3.83170027625149	0.824706335582171	1.00545247638349	3.14751548531615
Kdelr3	6307.2281	5474.5042	9699.82435	18971.81775	30125.14655	23020.35815	91.7778159877098	136.993232196726	133.267497878843	0.825230309833296	-0.388057980599481	-0.0397796525307452
Xpnpep1	2072.44475	2060.6889	3654.05025	5816.28015	8983.22525	9249.7943	55.7406106648551	61.9946224128894	82.9897126852599	0.826369754658632	0.0421877736572203	0.420789435110829
Champ1	593.98695	461.2705	818.129	1406.3402	2264.8719	1752.8281	12.1968698546489	13.4638446919795	15.9266035344286	0.826715311178441	-0.369744936672925	0.242348194201821
Srsf4	3810.3463	3316.5522	5883.8652	12850.7398	15881.3476	18835.8469	30.7042614517295	30.6207903843453	33.9979785182584	0.827079961696333	0.246147564905861	0.150937445694628
Npr2	1987.0233	1621.32815	2876.8873	7216.1447	7811.44305	7685.64015	19.6918088747607	14.2924294706881	20.1103014941362	0.827332589820356	-0.0234236603859763	0.492683539749485
Scrn2	14467.33115	11128.59565	19747.6912	63167.3659	40114.90895	61013.23725	10.5361877994205	8.36292952835475	16.8086382034799	0.827412444290911	0.604983756714454	1.00712253451581
Ap5z1	5637.9523	5198.65715	9226.17025	17497.96275	21008.23615	23164.6898	9.04724756008405	3.18618167286394	14.0598873753272	0.827592901601623	0.140972324745658	2.14168460262234
Gjc1	3340.77815	2569.2075	4560.13385	10263.3418	12922.4824	10294.7128	12.043469714126	18.8041515020647	16.0143668897404	0.827752758235711	-0.327979654890452	-0.231684445366843
Mmp28	3933.88865	2642.73015	4690.877	5492.54315	4296.7009	6791.64385	9.46438842132071	2.86769013824341	7.36065886914538	0.827828553805592	0.660531454382113	1.35994576562394
Trmt1	20920.97955	18973.6049	33685.0121	99815.41505	93787.0562	121179.49165	43.9020249985182	41.1462543512902	61.8996547810926	0.828113007164085	0.369684827131653	0.589170259039123
Foxo3	6576.56035	5427.6308	9639.8827	25654.0989	26109.56715	31867.5544	4.46928708329184	9.41501275413455	11.3531317581745	0.82869300292236	0.287509766607847	0.27005536511984
Eng	4425.82165	3923.5224	6969.24025	15307.1756	21421.78045	22910.9669	44.7881186626746	50.3054876394009	128.121069679773	0.828851952828138	0.0969599520232638	1.34872005631351
Cdkn2aip	4207.6412	3412.6225	6062.41665	12834.21645	12493.6683	13649.60565	17.3649019341249	8.95483542726585	17.1427020836573	0.829012173069222	0.1276621381576	0.936855705660571
Tp53i13	4317.15625	3606.63505	6409.72355	14696.9239	23448.5322	18897.54775	9.43929811210951	10.2493812933773	9.40637001144545	0.829608688698466	-0.311298583135224	-0.123826835033629
Calm3	7050.1383	5781.096	10275.30255	19829.7317	20260.2436	24117.66895	168.711755761815	145.058370168046	257.058732044172	0.829765938965053	0.251438952321212	0.825464475492677
Ppp2r3b	1388.93595	1142.3957	2030.59765	3384.18395	6864.0777	5063.47815	9.63098050892141	11.7468016145483	6.16853929257584	0.829841952953977	-0.438937157938069	-0.92926719201872
Cdk5rap3	3245.79725	2891.6647	5141.6252	9474.3311	8037.1485	10764.27545	34.1558368649706	26.9341683470167	48.7991519284635	0.830324172633516	0.421495570575743	0.857418556259931
Efna2	14040.78735	14087.9993	25056.13565	56500.4853	81070.14435	74677.0365	0.783450962847073	0.612256627308584	2.2024067525779	0.830697185690479	-0.118506035401449	1.84687254806533
Lgalsl	4090.30065	3126.958	5561.77205	15826.15575	15920.54665	19311.11805	34.8058348797528	34.6487251765238	34.1810208958228	0.830784775126613	0.278541820687803	-0.0196067854485822
Smarcb1	2750.5336	2505.9662	4458.05555	7720.2936	10567.7632	10007.7506	42.8666485487969	36.3700320119564	66.3224262642808	0.831047637548206	-0.0785523023661714	0.866746590098376
Atp5g2	8852.74915	7440.1766	13236.4752	26698.39535	25262.2055	27127.01775	352.542573676987	390.740301003237	367.485105621121	0.831110220937946	0.10274985330928	-0.0885242850525181
Tef	6816.2982	6054.96205	10772.90315	18822.67685	19558.52305	23414.40295	11.1578045340298	5.81532177932416	18.4607637172264	0.831217266007652	0.259598820684097	1.6665313104598
Ift22	987.7433	802.53335	1428.04945	2453.63575	2109.84415	2108.70065	11.0806463594462	8.26889146939503	17.8074578259032	0.83141268628242	-0.000782128386859426	1.10671573425165
Tmem63a	2366.3734	2383.05545	4240.5391	10306.33565	16709.45655	15356.971	14.8605295274753	13.6401969077127	31.670729288878	0.831435165166178	-0.1217711248807	1.21528561797742
RGD1562114	14327.50065	14181.7464	25243.7447	59229.0096	85349.59935	76798.13195	58.3990718517398	50.929617959601	84.7414342738813	0.831890734967567	-0.152313161908413	0.734562651819947
Hspb1	6416.40245	5786.2516	10300.8513	15835.9667	18110.06905	25139.2009	345.129016569005	630.613348397836	422.856074261412	0.832062610366304	0.473146744526776	-0.576589005472483
Polr2e	7764.08785	7848.10345	13973.19685	27866.71575	39827.20705	45163.41005	101.074479357272	94.3615775249944	140.878238783413	0.832246160964417	0.181400108659702	0.57817733557702
Efna1	3572.61735	3932.6944	7004.7935	9326.8786	14849.11675	16369.6509	0.425454828508138	0.754496593256125	7.9674928904007	0.832824438546924	0.14064643545972	3.4005395349052
Arl6ip4	3318.9048	3494.22255	6226.1203	7455.89985	14923.8641	13422.49175	31.3876271612586	32.8118549733752	51.4823910235649	0.833361954923285	-0.152968609667042	0.649861901999404
Jagn1	3598.29675	2572.06005	4584.56315	7596.7597	7721.04615	8483.5549	26.3473394003661	28.6018838172641	45.8667266358514	0.833859944332923	0.135872593863292	0.68133777955113
Srsf3	8566.33685	8377.89295	14933.4813	29262.5298	34566.8125	40020.98525	69.911381796386	100.279449533924	80.805015435413	0.833891171263616	0.211369109538285	-0.311509235295086
Mab21l3	2164.54575	1868.38775	3331.61115	9119.12585	7444.2286	8082.33105	0.122768692168897	0.67844411724115	0.14866571101827	0.834426134625696	0.118649086247574	-2.1901580516341
Bcam	3191.62955	2764.89785	4930.26525	10252.3259	9502.70255	12672.4433	46.4898657540281	38.5620529073267	7.93667573512786	0.83443908555717	0.415284932370559	-2.28057508928019
Chpf2	5434.74915	4778.02055	8521.33865	19553.2211	25976.3077	25868.26865	32.2942074056962	33.3005113622331	56.0648020748613	0.834667028032225	-0.00601288073921324	0.751550988224818
Papd7	6227.8434	5092.82925	9084.62225	20747.121	18542.5831	22334.62085	21.609058793947	28.6412203158031	18.8742811331683	0.83495917859438	0.268439529243963	-0.601671265386909
Ctu1	754.9432	633.9282	1131.19	2410.5092	2871.4596	2251.4484	8.05784432464946	5.67834799330376	8.4381903726912	0.835449919385091	-0.350930850332167	0.571462370084612
Hnrnpl	8720.91525	7638.86865	13632.1	25162.15875	30232.32615	29027.9896	188.384293636279	225.744296635652	266.350751482241	0.835576934065463	-0.05864732949318	0.238637812432121
Trip10	3847.19445	3301.9922	5893.4839	14229.11555	21334.587	16721.85995	56.4398305085299	83.4019446029606	89.1425920904137	0.835784015018493	-0.351458857402685	0.0960338902858506
Lama4	464.27915	380.0941	678.62595	847.8798	1556.76345	1442.16255	3.95812500172409	4.79989415711268	18.2360848827183	0.836259967186361	-0.110315959987934	1.92572153127915
Vrk1	1648.72715	1360.47645	2430.2273	3164.07495	2990.5289	3602.87255	10.0098274163431	8.91460603741545	7.91891905946738	0.836979272317256	0.268746958327407	-0.170867527935315
Abca8a	282.6174	191.1039	341.4528	981.6768	147.5331	302.6985	3.89847539667882	3.18755543842612	4.06536119627067	0.837328943653099	1.03684285731254	0.350933103769264
RGD1559896	19375.9797	11700.5924	20908.83695	76763.6635	36761.57495	60280.31745	318.998972242253	221.298549167072	120.721569330436	0.837531239342219	0.713488438211099	-0.874310527326038
Capg	2830.73095	2385.4079	4263.5585	7266.0793	9378.24225	11682.9967	63.2103519176504	59.6679535454989	209.902956238919	0.837822066573745	0.317020923360252	1.81469428326092
Usp3	2786.2859	2382.9889	4259.8758	9446.8446	11403.7152	14555.7105	17.04386924029	16.6080509668359	22.6973426461142	0.838039136718121	0.352081348154888	0.450640623746773
Ptma	18598.111	16687.40025	29832.1855	49105.7778	59612.46105	59348.65485	617.550338738225	853.399564934586	704.334045926176	0.838110460073398	-0.00639860373692969	-0.276961553997943
Tbc1d9b	1734.61415	1407.1723	2516.0794	4021.49885	6051.7806	6047.63815	19.6985644401076	13.4434977451079	23.9647931269912	0.838378461168622	-0.000987864364249802	0.834007937075901
Accs	6482.97565	4651.305	8317.82555	14293.96115	7549.7757	15212.4757	7.08937479703557	2.20208190905709	6.58062675796749	0.838570882816843	1.01074926996813	1.57935686430283
Lrrc61	3071.8413	2721.4045	4867.3992	8647.44835	10586.66425	10126.72355	1.4382443077658	1.17876177012264	2.96204855841902	0.838799692532028	-0.064080609451894	1.32932311516841
Trim65	6327.6807	6061.99315	10843.852	20964.6781	32473.1758	26871.117	6.12868748338941	4.92610169344885	8.50097604107213	0.839013201104386	-0.273192190001412	0.787182083197829
Klf13	15972.13555	11919.20955	21325.2853	38888.22325	38528.58875	49631.6688	4.82068643972213	13.3772266368023	5.10256167294715	0.839276479438174	0.365331621185138	-1.39048542796771
Rarg	8893.1477	8135.4922	14556.4381	33278.3872	44431.44475	43630.85935	34.3581496843468	41.3336096470199	58.2711249541574	0.839355840047533	-0.0262321641360348	0.495465803752035
Pfkl	1481.9328	1379.13695	2467.6721	5041.75335	8407.1491	7134.7928	47.2120863311685	45.7240995185174	103.319662249747	0.839384979039162	-0.236745126079549	1.1760881692181
Mrps2	2980.2605	2886.54455	5167.0795	7880.9719	11628.61835	13105.3276	17.2545938928355	21.8101264081452	19.9876387909925	0.840005589439446	0.172473724125016	-0.125890080056071
Rhobtb2	1839.38575	1378.4981	2467.9441	4644.23605	3354.17305	4843.402	4.53829199149156	0.813386111586586	5.99130456929264	0.840212438325414	0.53006362790091	2.88085791270956
C1rl	4696.80515	4067.2871	7282.10565	17241.13255	11581.71875	23531.98375	1.84035461054554	2.72816138580061	3.30012312388972	0.840288841031382	1.02277357709546	0.274590860548652
Plekhh1	486.745	386.7418	692.45615	540.00415	1427.20395	950.1631	1.84907557697627	1.23552343071161	1.14692862486494	0.840352012086534	-0.586944427994561	-0.107346757468777
Ogfod2	3374.3048	3604.82255	6456.3203	6973.29985	14976.1641	13284.39175	5.4721098664366	4.20466008617926	10.7795782132743	0.840783909421759	-0.17293597539617	1.35823964925174
Golga4	1231.6387	886.7237	1588.1535	3186.4971	6138.0186	4322.8992	16.8208442729135	19.3767202535625	24.8342379067325	0.840793819266539	-0.505773821282814	0.358006077510555
Ssbp3	4858.42515	4232.8178	7582.45465	13264.9148	16216.6098	20210.3135	35.0226170497834	35.8835502912631	47.4776994720272	0.841046574497504	0.317619455600605	0.403927394532824
Cmip	1940.99025	1779.4633	3187.68785	5887.30205	12791.05545	9357.1227	10.3717600351999	33.995610772353	20.2437240477791	0.841068183564866	-0.450998435930416	-0.74787377622063
Ndufs8	6708.51835	6142.1179	11003.878	21226.37225	20582.7512	29658.1775	103.479573051446	109.782855382637	162.532874561425	0.84120393899059	0.526994113249772	0.566078784534273
Mlx	9466.86975	8277.20695	14831.7107	35960.6371	33048.33595	48005.3754	30.3741024473288	45.2530207700735	60.6325846121315	0.841469075048293	0.538618329625958	0.422079222673683
Pim3	7142.1616	5860.00815	10502.7705	29764.15025	26910.87905	35045.51465	24.7337897344091	43.7891254879057	13.3598776520163	0.841795366833729	0.381040292965249	-1.71266584217004
C1r	4870.5424	4271.9381	7658.89165	19507.73305	13582.773	26384.24575	199.828742337214	193.03636709745	154.438447684153	0.842244886212745	0.957898697590499	-0.321840711290552
Dpm3	4123.5044	3950.6428	7085.96715	10474.29945	15107.5322	15796.1715	41.1690025333691	50.7485022873753	100.423857507584	0.842877367268976	0.0643069194416839	0.984664897789735
Il17re	3850.4053	2964.1042	5316.5491	5987.94055	6072.0286	11915.5362	0.920562744864136	0.444838956537582	2.54463735266003	0.842893950722008	0.972593383218516	2.51610502423766
Ttc38	1921.41985	1478.9398	2653.14545	5171.80325	6221.13695	4716.98075	3.28400321395544	2.07592649795026	7.3281471147052	0.843140439790798	-0.399314552361728	1.81969310296096
Efnb1	603.6702	382.0158	685.4496	1936.4056	3106.037	2216.7872	2.81548129547995	2.84091500630404	5.70633522752118	0.843418282165496	-0.486604729964341	1.00620883274024
Sema4c	3727.429	3218.00175	5774.6885	9541.2194	15213.6235	13560.94785	6.34766547560144	2.67045567550056	10.0572219565188	0.8435780157119	-0.165905787455689	1.91307401000935
RGD1564664	5993.15485	3817.1929	6856.8038	10292.24705	8433.46265	16562.98145	121.535047982547	62.3511908690048	54.0382104218339	0.845024147348411	0.973765384889901	-0.20643721703382
Adck3	1640.85375	1292.55385	2322.14485	3569.9629	2556.7014	5358.56145	3.47376067978732	1.63024831346435	3.88153993905296	0.845233580044125	1.06756207282335	1.25153740499589
Cbx2	5148.3846	4653.32925	8361.03025	12911.9691	11617.01525	14863.85065	3.1244464687594	0.978620082977432	2.34280447702436	0.845417453069201	0.35556846497402	1.25941576172079
Tpi1	4802.45575	4421.242	7946.0937	17752.54225	23130.88425	21635.1162	6.18796660906504	9.56293838185522	17.2693255067469	0.845794102275724	-0.0964455491854306	0.85268585120168
Ebpl	3183.06795	2921.9466	5251.49	10020.57625	9681.31025	13888.18605	15.0233015061073	12.5013433193592	38.3167904709467	0.84579700285288	0.520583962356371	1.61589359510884
Tubg2	4828.4503	4522.8034	8129.1922	10564.3533	9903.7947	16360.82205	1.18315768100548	1.8150431171185	1.09717689725906	0.845894713054324	0.724191924625204	-0.726207670996534
Klf11	2530.21305	2123.35815	3816.64385	5573.0894	4856.5615	10028.77465	2.89552130626018	0.261799940780261	3.1378528008974	0.845956834490565	1.04613820719801	3.58324099989787
Cd74	35666.73065	24873.8971	44712.2147	137221.09315	81180.97335	114068.1732	2.72447282466923	4.29527828004377	2.26205335984513	0.846036449216701	0.490682770357616	-0.925118641262952
Zfp709l1	2065.23905	1688.2353	3035.70265	4214.5088	4643.3477	6294.9981	0.223627220938272	0.12162796760022	0.215514836070949	0.846514488739475	0.439040626643138	0.825312182312497
Tyms	1689.179	1396.90055	2512.2093	4734.12575	4842.23875	6468.3895	34.9980956551511	16.0548457264573	32.8797356114372	0.846727350523651	0.417732340442901	1.03418989619466
Ankrd39	4065.5196	3443.88915	6193.9251	10508.7149	16755.9317	14211.49925	2.86201178208401	2.45850989265261	3.51659197007353	0.846815230525722	-0.237613148137745	0.516393788521232
Mir3568	4169.52245	3830.6622	6889.80595	8716.2838	8575.4879	16189.51045	0.102329549093029	0.102494024439232	12.3034766125203	0.846869540361164	0.916768700588756	6.90738242670706
Eps15	2856.2194	1640.6923	2951.13075	8074.12665	7804.13655	8332.46165	23.688105816841	17.5130307969395	28.8602320458961	0.846963143687171	0.0945037511816835	0.720654122116528
Socs3	15873.2506	16872.176	30359.7622	61755.9437	91921.4593	96909.4476	4.44860204471602	39.355001304631	12.6115677598977	0.84751444093221	0.0762356176322712	-1.64179935761956
