GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
5896	Psmd12	620.8	1727.6223	5_RASMC_H3K27AC_PDGF_2H_NEW_5105_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_5105_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_5441_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_5441_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_5441_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_5104_lociStitched
3238	Hsd17b12	805.2	2223.3143	5_RASMC_H3K27AC_UNSTIM_NEW_19876_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_19876_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_19876_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_19876_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_16619_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_18940_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_19875_lociStitched
5716	Ppp1r3e	560.9072	5593.3705	5_RASMC_H3K27AC_PDGF_2H_REP2_9336_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_9336_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_9336_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_9799_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_10080_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_10086_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10086_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_6465_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10083_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10083_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_9801_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9801_lociStitched_3
8352	Ube2e3	593.8	715.452	5_RASMC_H3K27AC_PDGF_24H_REP2_11331_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11331_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11331_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_11331_lociStitched_3
936	Carf	744.58	509.5834	6_RASMC_H3K27AC_PDGF_2H_NEW_29551_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_29551_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_29551_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_29551_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_NEW_29551_lociStitched_5,2_RASMC_H3K27AC_UNSTIM_NEW_31682_lociStitched
4263	Mfn1	16.2864	1501.8509	5_RASMC_H3K27AC_PDGF_24H_REP2_9519_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_9519_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_16368_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_13834_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_13834_lociStitched_2
8350	Ube2d2	878.4	4685.4304	5_RASMC_H3K27AC_PDGF_2H_NEW_12816_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_12816_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_13735_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_13733_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_13734_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_13734_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_13734_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_13186_lociStitched
987	Ccdc114	839	2029.571	6_RASMC_H3K27AC_PDGF_24H_REP2_735_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_735_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_1216_lociStitched_4,11_RASMC_H3K27AC_PDGF_2H_NEW_1160_lociStitched_1,11_RASMC_H3K27AC_PDGF_2H_NEW_1160_lociStitched_3,11_RASMC_H3K27AC_PDGF_2H_NEW_1160_lociStitched_4,11_RASMC_H3K27AC_PDGF_2H_NEW_1160_lociStitched_5
5650	Pop1	526.4	749.8094	4_RASMC_H3K27AC_PDGF_24H_NEW_26769_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_26769_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_26769_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_26769_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_23384_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_28049_lociStitched
4083	Map3k3	683.2	1443.3705	5_RASMC_H3K27AC_PDGF_24H_NEW_5279_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_5279_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_5277_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5277_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_5010_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_5010_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_5010_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_5058_lociStitched_3
2135	Eif4a1	926.4	3111.1448	1_RASMC_H3K27AC_PDGF_24H_NEW_4405_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_4405_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_4406_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_4406_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_4077_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_4077_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_4401_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_4401_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_4538_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_4538_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_4538_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_4407_lociStitched,8_RASMC_H3K27AC_PDGF_2H_REP2_4079_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_4079_lociStitched_3,8_RASMC_H3K27AC_PDGF_2H_REP2_4079_lociStitched_5
4966	Nsmce4a	1098.384	2209.984	4_RASMC_H3K27AC_UNSTIM_NEW_2509_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_2509_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_2508_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_2508_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_2067_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_2067_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_1065_lociStitched
8592	Vps4b	595.6	1592.1991	5_RASMC_H3K27AC_PDGF_24H_NEW_7570_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7570_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7570_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_7571_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_4981_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_4981_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_4981_lociStitched_3
2928	Gpn2	708.6	9434.0728	4_RASMC_H3K27AC_PDGF_24H_NEW_23804_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_23804_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_23804_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_23811_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_10842_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_24969_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_24969_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_24969_lociStitched_3,12_RASMC_H3K27AC_UNSTIM_REP1_10843_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_20709_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_20708_lociStitched
2157	Elk1	251.2	240.6079	6_RASMC_H3K27AC_PDGF_24H_NEW_30914_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_30914_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_30914_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_30914_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_30171_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_30171_lociStitched_3
6954	Sh3bp1	597.2	6242.3446	6_RASMC_H3K27AC_PDGF_2H_REP2_23829_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_23829_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_23829_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_26779_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_26779_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_23826_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_27360_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_27360_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_23833_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_12477_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_27362_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_16380_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16380_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_16380_lociStitched_3
1789	Dennd6b	761	3442.4793	8_RASMC_H3K27AC_PDGF_24H_REP2_16534_lociStitched,8_RASMC_H3K27AC_PDGF_24H_REP2_16534_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_28855_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_28855_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_28855_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_16537_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16537_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_NEW_27564_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_27564_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_24068_lociStitched_1
8360	Ube2k	954.4	1904.4186	1_RASMC_H3K27AC_PDGF_2H_REP2_8496_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_8496_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_5874_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_5874_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_5874_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_9347_lociStitched
6245	Rad54l	539.4	2226.1792	5_RASMC_H3K27AC_PDGF_24H_REP2_13959_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_13959_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_13959_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_24580_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_24576_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_23409_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_23409_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_23409_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_23408_lociStitched_5,4_RASMC_H3K27AC_UNSTIM_NEW_24578_lociStitched_1
5023	Nup160	119.6432	752.6155	4_RASMC_H3K27AC_UNSTIM_NEW_19791_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_19791_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_19791_lociStitched_2
5622	Polr1c	524.482	7362.8492	4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_NEW_29098_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29098_lociStitched_5,3_RASMC_H3K27AC_UNSTIM_NEW_31130_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29775_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_29097_lociStitched,14_RASMC_H3K27AC_PDGF_24H_REP2_17977_lociStitched_1,14_RASMC_H3K27AC_PDGF_24H_REP2_17977_lociStitched_3
9028	Zswim8	609.6	3264.1227	6_RASMC_H3K27AC_PDGF_2H_REP2_9097_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_9097_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_9555_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_9555_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_9555_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_9558_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9558_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_9831_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_9831_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_9832_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_9832_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_9092_lociStitched
4393	Moap1	506.4	1071.7467	6_RASMC_H3K27AC_UNSTIM_REP1_11716_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_11716_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_11716_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_11716_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_26941_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_26941_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_REP2_22438_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_22438_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_25729_lociStitched
3075	Hcfc1	787.2	654.2028	4_RASMC_H3K27AC_PDGF_24H_NEW_31693_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31693_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31693_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_31692_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_31692_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_31692_lociStitched_3
2126	Eif3c	2710.6	2889.9001	5_RASMC_H3K27AC_PDGF_24H_REP2_1395_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1395_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1395_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_2399_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_1965_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_2177_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_2177_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_2177_lociStitched_3
1552	Cs	690.6	2306.1626	6_RASMC_H3K27AC_PDGF_24H_REP2_15542_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_15542_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_15542_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_15542_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_22693_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_22694_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_22694_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_25400_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_25400_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_27223_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_27223_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_27222_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_27222_lociStitched_3
8833	Zdhhc8	448.4	3006.5368	6_RASMC_H3K27AC_PDGF_2H_REP2_6140_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_6140_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_6140_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_6140_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_6142_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_4338_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_REP2_4339_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_6371_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_2997_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_2997_lociStitched_5
6757	Sbno2	763.6	8666.1967	5_RASMC_H3K27AC_PDGF_24H_REP2_15663_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15663_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15663_lociStitched_5,7_RASMC_H3K27AC_PDGF_24H_REP2_15657_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_15657_lociStitched_3,8_RASMC_H3K27AC_PDGF_24H_REP2_15659_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_15659_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_REP2_15659_lociStitched_3,8_RASMC_H3K27AC_PDGF_24H_REP2_15653_lociStitched_5,8_RASMC_H3K27AC_PDGF_24H_REP2_15655_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_15655_lociStitched_3,7_RASMC_H3K27AC_UNSTIM_NEW_27366_lociStitched
2188	Eml1	296.8	4606.0968	6_RASMC_H3K27AC_PDGF_24H_REP2_15440_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_15440_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_11738_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_22501_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_REP2_22501_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_REP2_22501_lociStitched_3,10_RASMC_H3K27AC_PDGF_2H_NEW_25192_lociStitched
8855	Zfp161	158.4627	1427.2458	7_RASMC_H3K27AC_PDGF_2H_NEW_30140_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_30140_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_30140_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_32339_lociStitched
6743	Sarm1	175.1584	1947.7708	5_RASMC_H3K27AC_PDGF_2H_REP2_4328_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_4328_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_4642_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_3102_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_3102_lociStitched_5,1_RASMC_H3K27AC_PDGF_2H_REP2_4325_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_4438_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_4644_lociStitched
5737	Ppp4c	1457	6919.2421	1_RASMC_H3K27AC_PDGF_24H_REP2_1404_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_1404_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_1405_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1405_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_1976_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_1032_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_1032_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_2188_lociStitched,9_RASMC_H3K27AC_UNSTIM_NEW_2407_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_NEW_2407_lociStitched_2,9_RASMC_H3K27AC_UNSTIM_NEW_2407_lociStitched_3,9_RASMC_H3K27AC_UNSTIM_NEW_2407_lociStitched_9
4146	Mbip	579.8	542.1487	5_RASMC_H3K27AC_PDGF_24H_REP2_15042_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_15042_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_21963_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_21963_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_21963_lociStitched_3
95	Acot2	674	1979.6603	1_RASMC_H3K27AC_PDGF_2H_REP2_22241_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_22241_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_22237_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_25524_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_25524_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_25525_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_25525_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_25525_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_26732_lociStitched
8738	Yipf3	534.17	7362.8492	4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29093_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_26031_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_NEW_29098_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_29098_lociStitched_5,3_RASMC_H3K27AC_UNSTIM_NEW_31130_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29775_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_29097_lociStitched,14_RASMC_H3K27AC_PDGF_24H_REP2_17977_lociStitched_1,14_RASMC_H3K27AC_PDGF_24H_REP2_17977_lociStitched_3
8872	Zfp281	475.8	8140.217	6_RASMC_H3K27AC_PDGF_2H_REP2_7441_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_7441_lociStitched,7_RASMC_H3K27AC_PDGF_24H_REP2_5145_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_5149_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_7445_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_7878_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_7878_lociStitched_2,9_RASMC_H3K27AC_PDGF_24H_NEW_7878_lociStitched_3
7235	Smpd5	498.3992	6409.2559	6_RASMC_H3K27AC_PDGF_2H_REP2_23719_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_23719_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_26688_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_16285_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_28557_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_28557_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_26682_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_23721_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_23721_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_27257_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_26690_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_26690_lociStitched_3,9_RASMC_H3K27AC_PDGF_24H_REP2_16287_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_REP2_16287_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_26683_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_16282_lociStitched_2
6924	Sfmbt1	327.2892	1019.6481	6_RASMC_H3K27AC_PDGF_24H_NEW_10856_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_10856_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_10856_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_REP2_9942_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_10855_lociStitched
3120	Hgs	732.8	2311.1446	4_RASMC_H3K27AC_PDGF_24H_NEW_5628_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5628_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5628_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_5404_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_5369_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_5369_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_5625_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_5625_lociStitched_5,1_RASMC_H3K27AC_PDGF_24H_NEW_5629_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_5368_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_5368_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_5368_lociStitched_3
4732	Ndufaf1	705	449.2379	4_RASMC_H3K27AC_PDGF_24H_NEW_19228_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_19228_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_19228_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_18767_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_18767_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_8741_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_8741_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_8741_lociStitched_3
2373	Fam149b1	804.8	516.6883	6_RASMC_H3K27AC_PDGF_24H_REP2_6304_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_6304_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_6304_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_6304_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_10151_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_10151_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_9111_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9111_lociStitched_3
