GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
8017	Tmsb4x	660.8	5284.1621	8_RASMC_H3K27AC_UNSTIM_REP1_14092_lociStitched,8_RASMC_H3K27AC_UNSTIM_REP1_14092_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_30412_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_32631_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_32633_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_31137_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_14096_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_14094_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_14094_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_14094_lociStitched_3
4381	Mmp16	538.6	720.7572	6_RASMC_H3K27AC_PDGF_24H_REP2_13447_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_13447_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_13447_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_13447_lociStitched_3
858	C1qtnf1	818.2	6056.7294	6_RASMC_H3K27AC_PDGF_24H_NEW_5566_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_5566_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_5341_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_5341_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_5567_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5567_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_5342_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_5563_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_3769_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_3769_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_3769_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_5345_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_5343_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_5343_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_5340_lociStitched
4058	Man2a1	827	1196.5456	2_RASMC_H3K27AC_UNSTIM_NEW_32283_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_32283_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_13973_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_13973_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_13973_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_26808_lociStitched
7913	Tmem144	434.4	78.0203	3_RASMC_H3K27AC_PDGF_24H_NEW_16035_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_16035_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_16035_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_NEW_16035_lociStitched_3
7497	Stc1	431.6383	1854.9303	2_RASMC_H3K27AC_PDGF_24H_NEW_10408_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_10408_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_10734_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_9568_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9568_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_NEW_10406_lociStitched
4191	Me1	519.6	2050.3936	3_RASMC_H3K27AC_PDGF_24H_NEW_29015_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_29015_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_30358_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_30359_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_25346_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_25346_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_25346_lociStitched_3
6278	Rarb	487.8	1311.195	4_RASMC_H3K27AC_PDGF_24H_REP2_6333_lociStitched,4_RASMC_H3K27AC_PDGF_24H_REP2_6333_lociStitched,8_RASMC_H3K27AC_PDGF_24H_REP2_6334_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_9161_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9161_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_9161_lociStitched_3
7046	Slc22a23	120.4164	51.8258	1_RASMC_H3K27AC_PDGF_2H_REP2_11075_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_11075_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_11075_lociStitched_2
6939	Sgcg	327.4	6429.7223	2_RASMC_H3K27AC_PDGF_24H_NEW_10223_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_10223_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_10224_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_10553_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_6537_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_10554_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_9928_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_9928_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_9928_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_10221_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_10557_lociStitched
6985	Sigmar1	681	1912.9566	6_RASMC_H3K27AC_PDGF_24H_NEW_22539_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_22539_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_19651_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19651_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_22542_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_19647_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_19647_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_22536_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_22536_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_19650_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_19650_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_19648_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_19648_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_19648_lociStitched_3
8291	Tubgcp5	669	122.8988	5_RASMC_H3K27AC_UNSTIM_NEW_1386_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_1386_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_1386_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_1386_lociStitched_3
5128	Otx1	2.1845	722.4633	5_RASMC_H3K27AC_PDGF_2H_NEW_9409_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9409_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9409_lociStitched_2
8600	Vsig10	846.6	2759.9013	8_RASMC_H3K27AC_UNSTIM_NEW_7590_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_NEW_7590_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_NEW_7590_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_6993_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6993_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_7591_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_7591_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_7591_lociStitched_3
2493	Fbxo22	655	215.3502	6_RASMC_H3K27AC_UNSTIM_REP1_12945_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_12945_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_12945_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_12945_lociStitched_3
4175	Mcoln1	526.6	1916.7075	6_RASMC_H3K27AC_UNSTIM_NEW_6912_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_6912_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_6912_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_6710_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_6710_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_6710_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_6711_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_6237_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_6237_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_6488_lociStitched
2428	Fam46c	377	25.8478	2_RASMC_H3K27AC_UNSTIM_NEW_17235_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_17235_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_17235_lociStitched_2,2_RASMC_H3K27AC_UNSTIM_NEW_17235_lociStitched_3
5803	Prkrir	548.6	2335.1313	5_RASMC_H3K27AC_PDGF_2H_NEW_1779_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_1779_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_813_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_1581_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_1581_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_1581_lociStitched_3
1754	Ddx20	807	4831.5752	5_RASMC_H3K27AC_UNSTIM_NEW_17354_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_17354_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_17354_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_17354_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_14564_lociStitched_2,1_RASMC_H3K27AC_UNSTIM_NEW_17352_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_16174_lociStitched
5589	Pnpo	652.6	12073.852	8_RASMC_H3K27AC_PDGF_24H_REP2_3379_lociStitched,8_RASMC_H3K27AC_PDGF_24H_REP2_3379_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_5005_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_5005_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_5005_lociStitched_3,18_RASMC_H3K27AC_PDGF_24H_NEW_5007_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_3376_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_5003_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_5137_lociStitched
3568	Kctd3	400.6145	337.821	4_RASMC_H3K27AC_UNSTIM_NEW_8846_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_8846_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_8846_lociStitched_2
2896	Golim4	662.6	3890.6606	5_RASMC_H3K27AC_PDGF_24H_NEW_16017_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_16017_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_9713_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_9713_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_9713_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_16792_lociStitched
3306	Idh1	668.6	2982.1252	7_RASMC_H3K27AC_PDGF_24H_NEW_30321_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_30321_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_30321_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_30321_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_18271_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_31746_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_30323_lociStitched
7567	Sulf2	501.1212	3305.9363	5_RASMC_H3K27AC_PDGF_24H_NEW_19995_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_19995_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_12019_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_12019_lociStitched_2,1_RASMC_H3K27AC_PDGF_24H_NEW_19997_lociStitched,3_RASMC_H3K27AC_PDGF_24H_REP2_12020_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_19495_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_20963_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_17468_lociStitched
2484	Fbxl4	561.2	120.2861	6_RASMC_H3K27AC_PDGF_24H_NEW_22443_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_22443_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_22443_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_22443_lociStitched_3
4418	Mospd3	722.8	3725.0362	9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_3,8_RASMC_H3K27AC_UNSTIM_REP1_3147_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_REP1_3147_lociStitched_2,8_RASMC_H3K27AC_UNSTIM_REP1_3147_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_7240_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_6827_lociStitched,10_RASMC_H3K27AC_PDGF_24H_NEW_7028_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_NEW_7028_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_7030_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_7030_lociStitched_3
5011	Nudt4	529.8	2790.2337	1_RASMC_H3K27AC_UNSTIM_NEW_27652_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_27652_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_15828_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_15828_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_15828_lociStitched_3,8_RASMC_H3K27AC_UNSTIM_REP1_11944_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_26402_lociStitched_3
7168	Slc7a2	504.8	1823.4255	1_RASMC_H3K27AC_PDGF_24H_NEW_11373_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_11373_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_5037_lociStitched,1_RASMC_H3K27AC_UNSTIM_REP1_5038_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_11375_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_11375_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_11375_lociStitched_3
1124	Cdc42ep5	343.8	2211.3604	4_RASMC_H3K27AC_PDGF_2H_REP2_572_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_572_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_572_lociStitched_3,9_RASMC_H3K27AC_PDGF_24H_REP2_386_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_REP2_386_lociStitched_2,9_RASMC_H3K27AC_PDGF_24H_REP2_386_lociStitched_3
3014	Gtf3a	548.2	129.2932	5_RASMC_H3K27AC_PDGF_24H_REP2_4465_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_4465_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_4465_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_6604_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_6604_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_6604_lociStitched_3
4091	Map4k3	513.8	1414.0503	6_RASMC_H3K27AC_PDGF_24H_NEW_24364_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_24364_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_24363_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_24363_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_24363_lociStitched_3
1152	Cdk16	387.6	910.6683	5_RASMC_H3K27AC_PDGF_24H_REP2_18620_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_18620_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_18620_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_18620_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_30181_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_30181_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_26904_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_32383_lociStitched_1
4995	Nucb2	661.8	7915.1937	5_RASMC_H3K27AC_PDGF_24H_NEW_2162_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2162_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_2055_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_2055_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_2055_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_2158_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_2255_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_2250_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_2163_lociStitched,2_RASMC_H3K27AC_UNSTIM_REP1_970_lociStitched,9_RASMC_H3K27AC_PDGF_24H_REP2_1321_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_1857_lociStitched
3993	Lum	613	12519.6649	6_RASMC_H3K27AC_UNSTIM_REP1_11995_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_11995_lociStitched,11_RASMC_H3K27AC_PDGF_24H_REP2_15857_lociStitched_1,11_RASMC_H3K27AC_PDGF_24H_REP2_15857_lociStitched_2,11_RASMC_H3K27AC_PDGF_24H_REP2_15857_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_27707_lociStitched
6691	Rttn	444.612	4.5504	4_RASMC_H3K27AC_PDGF_2H_NEW_13479_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_13479_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_13479_lociStitched_2
4599	Mycbp	581.8	476.1872	4_RASMC_H3K27AC_PDGF_2H_NEW_23004_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_23004_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_23004_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_23004_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_24725_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_24725_lociStitched_3
2257	Eri2	536.2264	179.4078	5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_4,5_RASMC_H3K27AC_UNSTIM_NEW_2313_lociStitched_5
3210	Hoxa2	678.8	9354.9378	5_RASMC_H3K27AC_UNSTIM_NEW_21885_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_21885_lociStitched,15_RASMC_H3K27AC_PDGF_24H_REP2_12505_lociStitched_1,15_RASMC_H3K27AC_PDGF_24H_REP2_12505_lociStitched_2,15_RASMC_H3K27AC_PDGF_24H_REP2_12505_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_20864_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_9507_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_20866_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_20867_lociStitched
2196	Engase	532.6	4570.2616	6_RASMC_H3K27AC_PDGF_24H_NEW_5566_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_5566_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_5567_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5567_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_5567_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_5348_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_3769_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_3769_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_5345_lociStitched
3328	Ifnar1	662.4	1935.2266	3_RASMC_H3K27AC_PDGF_2H_REP2_5534_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_5534_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_5622_lociStitched,9_RASMC_H3K27AC_UNSTIM_NEW_6006_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_NEW_6006_lociStitched_2,9_RASMC_H3K27AC_UNSTIM_NEW_6006_lociStitched_3
3843	Lgals9	479.4	484.3613	1_RASMC_H3K27AC_PDGF_24H_REP2_3073_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_3073_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_4734_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_4734_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_4734_lociStitched_3
3798	Laptm4a	902	7773.5472	2_RASMC_H3K27AC_UNSTIM_NEW_25933_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_25933_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_24767_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_24773_lociStitched,10_RASMC_H3K27AC_UNSTIM_NEW_25935_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_24196_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_24196_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_24196_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_25938_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_24197_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_24771_lociStitched
4361	Mks1	461.7756	214.8144	1_RASMC_H3K27AC_PDGF_2H_REP2_4543_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_4543_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_3279_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_3279_lociStitched_2
675	B2m	774	1626.7615	5_RASMC_H3K27AC_PDGF_2H_NEW_18836_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18836_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_20264_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_20264_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_16892_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_16892_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_16892_lociStitched_3
7928	Tmem170b	473	7539.3699	7_RASMC_H3K27AC_PDGF_2H_REP2_10984_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_10984_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_10987_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_10986_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_10986_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_10986_lociStitched_3
6537	Ror1	585.264	2903.3214	5_RASMC_H3K27AC_PDGF_24H_NEW_23199_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_23199_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_23199_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_24342_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_24343_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_22649_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_22650_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_23203_lociStitched
2288	Etv6	870.2	1892.315	7_RASMC_H3K27AC_PDGF_24H_NEW_21934_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_21934_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_21934_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_21934_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_21404_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_22966_lociStitched
7054	Slc25a15	258.579	488.6405	4_RASMC_H3K27AC_PDGF_24H_NEW_11599_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_11599_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_11971_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_11971_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_11253_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_11253_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_11598_lociStitched
8794	Zc3h11a	763.4	2643.9486	6_RASMC_H3K27AC_UNSTIM_REP1_3366_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_3366_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_3366_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_3366_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_7760_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_7761_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_7501_lociStitched
92	Aco1	636.4	925.0486	3_RASMC_H3K27AC_UNSTIM_REP1_10256_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_10256_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_10255_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_10255_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_10255_lociStitched_3
7630	Tada3	897.499	3713.5625	6_RASMC_H3K27AC_PDGF_2H_REP2_18871_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_18871_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_18871_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_21617_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_18876_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_21614_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_5,3_RASMC_H3K27AC_UNSTIM_NEW_22641_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_21612_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_21612_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_22642_lociStitched
5574	Pmp22	144.0073	530.3148	6_RASMC_H3K27AC_PDGF_24H_REP2_2877_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2877_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2877_lociStitched_2
